"ID","Description","Category","GeneRatio","num","denom","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Cluster"
"GO:0050900","leukocyte migration","cell",0.0397074190177638,38,957,"383/22777",9.3597069003142E-07,6.19636292261307E-05,4.62809757589154E-05,"Cd200/Selp/Serpine1/Vegfa/Cxcl9/Pde4b/Slc37a4/Sele/Cd34/Il1a/Myo1f/Nlrp12/Itgam/Slamf9/Stk10/Pla2g7/Ch25h/Il1b/Icam1/Trem1/Il33/Aif1/Pde4d/Dapk2/Cxcl10/Kit/Slamf8/Camk1d/Stap1/Ccl20/Tnfaip6/Cxcl5/Tlr2/Ccr2/Dock8/Ccl2/Dusp1/Ccl11",38,"Liver"
"GO:0097529","myeloid leukocyte migration","cell",0.0292580982236155,28,957,"239/22777",1.01537224317553E-06,6.55604547136796E-05,4.89674645149371E-05,"Cd200/Serpine1/Vegfa/Cxcl9/Pde4b/Slc37a4/Il1a/Myo1f/Itgam/Pla2g7/Il1b/Trem1/Aif1/Pde4d/Dapk2/Cxcl10/Kit/Slamf8/Camk1d/Stap1/Ccl20/Tnfaip6/Cxcl5/Tlr2/Ccr2/Ccl2/Dusp1/Ccl11",28,"Liver"
"GO:0050727","regulation of inflammatory response","immune response",0.0376175548589342,36,957,"371/22777",3.0079015900832E-06,0.000162045154452965,0.000121032417867557,"Cd200/Serpine1/Tgm2/Ctla2a/Ier3/Ptpn2/Mmp8/Tnip1/Sphk1/Nlrp12/Ctss/Nlrp6/Il20rb/Npy/Cebpb/Adora2a/Il1b/Il33/Zbp1/Slamf8/Cd28/Adrb2/Ffar4/Stap1/Fabp4/Tnfaip6/Casp4/Tnc/Gprc5b/Tlr2/Ccr2/Dusp10/Il6/Lpl/Nlrp3/Mgll",36,"Liver"
"GO:0001818","negative regulation of cytokine production","immune response",0.03239289446186,31,957,"296/22777",3.04990843015083E-06,0.000162045154452965,0.000121032417867557,"Cd200/Slc37a4/Cd34/Mmp8/Gimap5/Nlrp12/Inhbb/Nlrp6/Aqp4/Gbp4/Il20rb/Rgcc/Il33/Oas1a/Irak3/Arg2/Relb/Gbp3/Homer2/Cdh3/Abcd2/Ffar4/Sigirr/Cd274/Dll1/Abcd1/Tlr2/Ddit3/Il6/Bank1/Nlrp3",31,"Liver"
"GO:0007159","leukocyte cell-cell adhesion","cell",0.0407523510971787,39,957,"418/22777",3.07240059537661E-06,0.000162045154452965,0.000121032417867557,"Selp/Clec4g/Sdc4/Phf10/Ptpn2/Sele/Il1a/Fgl2/Tnip1/Gimap5/Itgam/Stk10/Il20rb/Cebpb/Adora2a/Il1b/Icam1/Aif1/Mad1l1/Zc3h12d/Arg2/Olr1/Ripk2/Efnb1/Irf1/Sox12/Cd28/Cd274/Igf2/Ccr2/Dusp10/Dock8/Il6/Ccl2/Cd86/Smarcd3/Sirpb1c/Smarca2/Nlrp3",39,"Liver"
"GO:0030595","leukocyte chemotaxis","cell",0.0271682340647858,26,957,"228/22777",4.04030377213894E-06,0.00019565545118784,0.000146136133512745,"Serpine1/Vegfa/Cxcl9/Pde4b/Slc37a4/Itgam/Slamf9/Pla2g7/Ch25h/Il1b/Trem1/Aif1/Pde4d/Dapk2/Cxcl10/Kit/Slamf8/Camk1d/Stap1/Ccl20/Tnfaip6/Cxcl5/Ccr2/Ccl2/Dusp1/Ccl11",26,"Liver"
"GO:0009615","response to virus","immune response",0.0365726227795193,35,957,"363/22777",4.73787024642486E-06,0.000221241619542875,0.000165246583500777,"Kcnj8/Mlkl/Mmp12/Ddit4/Cxcl9/Irgm1/Fgl2/Isg15/Hif1a/Spon2/Ifi213/Nlrp6/Gbp4/Il1b/Il33/Rab7b/Oas1a/Cxcl10/Irak3/Zbp1/Gbp3/Rtp4/Igtp/Irf1/Tgtp1/Cd207/Skp2/Oasl1/Ifi205/Irgm2/Il6/Ifit2/Ifi204/Cd86/Nlrp3",35,"Liver"
"GO:0050777","negative regulation of immune response","immune response",0.0250783699059561,24,957,"207/22777",7.06016591410376E-06,0.000315595450690279,0.000235719979372371,"Clec4g/Mmp12/Ptpn2/Fgl2/Isg15/Tap1/Ifi213/Nlrp6/Il20rb/Npy/Serpinb9/Il33/Oas1a/Irak3/Arg2/C9orf72/Slamf8/Irf1/Igf2/Ifi205/Ccr2/Dusp10/Col3a1/Ifi204",24,"Liver"
"GO:0002831","regulation of response to biotic stimulus","immune response",0.0438871473354232,42,957,"483/22777",7.63028057863488E-06,0.000327101372346397,0.000244313815593736,"Mmp12/H2-M3/Ppl/Ptpn2/Cd14/Irgm1/Fgl2/Isg15/Tnip1/Gimap5/Myo1f/Tap1/Rftn1/Ifi213/Ereg/Nlrp6/Gbp4/Serpinb9/Pvr/Il1b/Gbp5/Rab7b/Oas1a/Irak3/Arg2/Zbp1/Slamf8/Ripk2/Igtp/Irf1/Cxcl5/Cd274/Oasl1/Clec4e/Igf2/Ifi205/Irgm2/Tlr2/Dusp10/Ifi204/Cd86/Nlrp3",42,"Liver"
"GO:0002697","regulation of immune effector process","immune response",0.0417972831765935,40,957,"460/22777",1.24962079515838E-05,0.000498894409059415,0.000372626980380293,"Clec4g/H2-T23/Tek/H2-M3/Ppl/Fgl2/H2-Q4/Gimap5/Tap1/Spon2/Itgam/Colec10/Fzd5/Il20rb/Shld2/Serpinb9/Pvr/Il1b/Il33/Irak3/Kit/Slamf8/Ripk2/Arid5a/Irf1/Cd28/Stap1/Cxcl5/Casp4/Igf2/Gprc5b/Tlr2/Ccr2/Dusp10/Il6/H2-Q6/Ccl2/P2rx7/Cd86/Nlrp3",40,"Liver"
"GO:0045088","regulation of innate immune response","immune response",0.0365726227795193,35,957,"384/22777",1.60739306543894E-05,0.00058379623140595,0.00043604061884824,"Mmp12/H2-M3/Ptpn2/Cd14/Irgm1/Isg15/Tnip1/Gimap5/Myo1f/Tap1/Rftn1/Ifi213/Ereg/Nlrp6/Serpinb9/Pvr/Gbp5/Rab7b/Oas1a/Irak3/Zbp1/Slamf8/Ripk2/Igtp/Irf1/Oasl1/Clec4e/Igf2/Ifi205/Irgm2/Tlr2/Dusp10/Ifi204/Cd86/Nlrp3",35,"Liver"
"GO:1990868","response to chemokine","immune response",0.0135841170323929,13,957,"80/22777",2.71308854687988E-05,0.000839612609478212,0.00062711127981758,"Cxcl9/Ccrl2/Ackr1/Hif1a/Cxcl10/Ccl20/Cxcl5/Ackr3/Ccr2/Dock8/Ccl2/Dusp1/Ccl11",13,"Liver"
"GO:0051607","defense response to virus","immune response",0.0303030303030303,29,957,"303/22777",3.46002120225491E-05,0.000999774082198519,0.00074673676542995,"Kcnj8/Mlkl/Mmp12/Ddit4/Cxcl9/Fgl2/Isg15/Spon2/Ifi213/Nlrp6/Gbp4/Il1b/Il33/Rab7b/Oas1a/Cxcl10/Zbp1/Gbp3/Rtp4/Irf1/Cd207/Skp2/Oasl1/Ifi205/Il6/Ifit2/Ifi204/Cd86/Nlrp3",29,"Liver"
"GO:0140546","defense response to symbiont","immune response",0.0303030303030303,29,957,"304/22777",3.67519850498935E-05,0.00105034361645324,0.000784507428933878,"Kcnj8/Mlkl/Mmp12/Ddit4/Cxcl9/Fgl2/Isg15/Spon2/Ifi213/Nlrp6/Gbp4/Il1b/Il33/Rab7b/Oas1a/Cxcl10/Zbp1/Gbp3/Rtp4/Irf1/Cd207/Skp2/Oasl1/Ifi205/Il6/Ifit2/Ifi204/Cd86/Nlrp3",29,"Liver"
"GO:0060326","cell chemotaxis","cell",0.0303030303030303,29,957,"306/22777",4.14227470652603E-05,0.00116156206853921,0.000867577103018818,"Fgf1/Serpine1/Vegfa/Cxcl9/Pde4b/Slc37a4/Kdr/Smoc2/Itgam/Slamf9/Pla2g7/Ch25h/Il1b/Trem1/Aif1/Pde4d/Dapk2/Cxcl10/Kit/Slamf8/Camk1d/Stap1/Ccl20/Tnfaip6/Cxcl5/Ccr2/Ccl2/Dusp1/Ccl11",29,"Liver"
"GO:0001906","cell killing","cell",0.0240334378265413,23,957,"239/22777",0.000199274710896393,0.00378984268359322,0.00283065436224503,"H2bc21/Cxcl9/H2-T23/H2-M3/H2-Q4/Gimap5/Tap1/Itgam/Nlrp6/Serpinb9/Pvr/Trem1/Gzmb/Cxcl10/Rab27a/Stap1/Ccl20/Cxcl5/Igf2/H2-Q6/Ccl2/P2rx7/Ccl11",23,"Liver"
"GO:0045089","positive regulation of innate immune response","immune response",0.0282131661442006,27,957,"305/22777",0.000232411340875304,0.00406525522668174,0.00303636150673563,"Mmp12/H2-M3/Cd14/Irgm1/Tnip1/Gimap5/Rftn1/Ifi213/Ereg/Nlrp6/Pvr/Gbp5/Rab7b/Oas1a/Irak3/Zbp1/Ripk2/Igtp/Irf1/Oasl1/Clec4e/Ifi205/Irgm2/Tlr2/Ifi204/Cd86/Nlrp3",27,"Liver"
"GO:0002833","positive regulation of response to biotic stimulus","immune response",0.0292580982236155,28,957,"334/22777",0.000436389108895674,0.00630473767824413,0.00470904327744067,"Mmp12/H2-M3/Cd14/Irgm1/Tnip1/Gimap5/Rftn1/Ifi213/Ereg/Nlrp6/Pvr/Gbp5/Rab7b/Oas1a/Irak3/Zbp1/Ripk2/Igtp/Irf1/Cd274/Oasl1/Clec4e/Ifi205/Irgm2/Tlr2/Ifi204/Cd86/Nlrp3",28,"Liver"
"GO:0002218","activation of innate immune response","immune response",0.0219435736677116,21,957,"236/22777",0.00103020700137456,0.0117191739437284,0.00875311552886707,"Cd14/Irgm1/Tnip1/Rftn1/Ifi213/Nlrp6/Rab7b/Oas1a/Irak3/Zbp1/Ripk2/Igtp/Irf1/Oasl1/Clec4e/Ifi205/Irgm2/Tlr2/Ifi204/Cd86/Nlrp3",21,"Liver"
"GO:0035456","response to interferon-beta","immune response",0.0354523227383863,29,818,"70/22777",7.80276444569192E-24,3.87329227084147E-20,2.92562599532154E-20,"Irgm1/Ifi47/Gbp7/F830016B08Rik/Gm4951/Igtp/Ifitm6/Camk2a/Ifi213/Xaf1/Iigp1/Oas1c/Stat1/Gm12185/Tgtp2/Irgm2/Irf1/Ifit1/Bst2/Tgtp1/Traf3ip3/Gm4841/Ifi203/Ifi206/Acod1/Gbp3/Ifi208/Mndal/Gbp6",29,"Spleen"
"GO:0035458","cellular response to interferon-beta","immune response",0.0317848410757946,26,818,"58/22777",1.3806134576778E-22,3.42668260195629E-19,2.5882869138149E-19,"Irgm1/Ifi47/Gbp7/F830016B08Rik/Gm4951/Igtp/Camk2a/Ifi213/Iigp1/Oas1c/Stat1/Gm12185/Tgtp2/Irgm2/Irf1/Ifit1/Tgtp1/Traf3ip3/Gm4841/Ifi203/Ifi206/Acod1/Gbp3/Ifi208/Mndal/Gbp6",26,"Spleen"
"GO:0009615","response to virus","immune response",0.0647921760391198,53,818,"363/22777",2.96540055405668E-18,4.90674945011245E-15,3.70623044685961E-15,"Ifih1/Irgm1/Parp9/Gbp7/Spon2/Ddx60/Nmb/Igtp/Dhx58/Trim12c/Treml4/Ifitm6/Kcnj8/Hyal3/Nmi/Irf7/Ifi213/Rtp4/Mmp12/Oasl1/Oas1c/Isg15/Cxcl9/Stat1/Tlr13/Ifit1bl2/Ifit2/Irgm2/Trim12a/Stat2/Oas1b/Irf1/Ifit1/Htra1/Lgals9/Gbp4/Bst2/Zbp1/Tgtp1/Mx1/Cxadr/Traf3ip3/Ifit1bl1/Ifi203/Ifi206/Acod1/Gbp3/Rab7b/Ifi208/Mndal/Tnfaip3/Cxcl10/Il6",53,"Spleen"
"GO:0045088","regulation of innate immune response","immune response",0.0660146699266504,54,818,"384/22777",7.76838645399553E-18,9.64056758940846E-15,7.28184014450845E-15,"Trafd1/Ifih1/Irgm1/Ltf/Parp9/Ddx60/Tap1/Igtp/Dhx58/Trim12c/Treml4/Serpinb9/Cav1/Wnt5a/Nmi/Rbm47/Irf7/Ifi213/Myo1f/Ceacam1/Mmp12/Cadm1/Oasl1/Oas1c/Isg15/Clec4e/Tlr13/Socs1/Ifi35/Lacc1/Sh2d1b1/Irgm2/Trim12a/Stat2/Nfkbia/Irf1/Lgals9/Zbp1/Pparg/Gbp5/Tlr12/Ifi203/Ifi206/Acod1/Rab7b/Nfkbiz/Ifi208/Cd14/Tnip3/Tril/Mndal/Tnfaip3/Trim62/Hspa1a",54,"Spleen"
"GO:0002831","regulation of response to biotic stimulus","immune response",0.0745721271393643,61,818,"483/22777",1.12890201873577E-17,1.12077392420087E-14,8.46557682260382E-15,"Trafd1/Ifih1/Irgm1/Ltf/Parp9/Ddx60/Tap1/Igtp/Dhx58/Trim12c/Bmp6/Cd274/Treml4/Serpinb9/Cav1/Wnt5a/Nmi/Rbm47/Irf7/Ifi213/Myo1f/Ceacam1/Mmp12/Cx3cl1/Cadm1/Oasl1/Oas1c/Isg15/Clec4e/Stat1/Tlr13/Socs1/Ifi35/Lacc1/Sh2d1b1/Irgm2/Trim12a/Stat2/Nfkbia/Irf1/Htra1/Lgals9/Gbp4/Zbp1/Pparg/Gbp5/Tlr12/Ifi203/Ifi206/Unc13b/Acod1/Rab7b/Nfkbiz/Ifi208/Cd14/Tnip3/Tril/Mndal/Tnfaip3/Trim62/Hspa1a",61,"Spleen"
"GO:0002833","positive regulation of response to biotic stimulus","immune response",0.058679706601467,48,818,"334/22777",2.28651071840779E-16,1.89170653436272E-13,1.42886862788922E-13,"Ifih1/Irgm1/Ltf/Parp9/Ddx60/Igtp/Dhx58/Trim12c/Bmp6/Cd274/Treml4/Cav1/Wnt5a/Nmi/Rbm47/Irf7/Ifi213/Mmp12/Cadm1/Oasl1/Oas1c/Clec4e/Tlr13/Ifi35/Lacc1/Sh2d1b1/Irgm2/Trim12a/Nfkbia/Irf1/Lgals9/Zbp1/Gbp5/Tlr12/Ifi203/Ifi206/Unc13b/Acod1/Rab7b/Nfkbiz/Ifi208/Cd14/Tnip3/Tril/Mndal/Tnfaip3/Trim62/Hspa1a",48,"Spleen"
"GO:0045089","positive regulation of innate immune response","immune response",0.0550122249388753,45,818,"305/22777",7.40591280618272E-16,5.25185016712729E-13,3.96689645347712E-13,"Ifih1/Irgm1/Ltf/Parp9/Ddx60/Igtp/Dhx58/Trim12c/Treml4/Cav1/Wnt5a/Nmi/Rbm47/Irf7/Ifi213/Mmp12/Cadm1/Oasl1/Oas1c/Clec4e/Tlr13/Ifi35/Lacc1/Sh2d1b1/Irgm2/Trim12a/Nfkbia/Irf1/Lgals9/Zbp1/Gbp5/Tlr12/Ifi203/Ifi206/Acod1/Rab7b/Nfkbiz/Ifi208/Cd14/Tnip3/Tril/Mndal/Tnfaip3/Trim62/Hspa1a",45,"Spleen"
"GO:0051607","defense response to virus","immune response",0.0537897310513447,44,818,"303/22777",2.82378110579504E-15,1.75215617614582E-12,1.32346161826868E-12,"Ifih1/Parp9/Gbp7/Spon2/Ddx60/Nmb/Dhx58/Trim12c/Treml4/Ifitm6/Kcnj8/Irf7/Ifi213/Rtp4/Mmp12/Oasl1/Oas1c/Isg15/Cxcl9/Stat1/Ifit1bl2/Ifit2/Trim12a/Stat2/Oas1b/Irf1/Ifit1/Htra1/Gbp4/Bst2/Zbp1/Cxadr/Traf3ip3/Ifit1bl1/Ifi203/Ifi206/Acod1/Gbp3/Rab7b/Ifi208/Mndal/Tnfaip3/Cxcl10/Il6",44,"Spleen"
"GO:0140546","defense response to symbiont","immune response",0.0537897310513447,44,818,"304/22777",3.1911133408876E-15,1.760076291574E-12,1.32944394388791E-12,"Ifih1/Parp9/Gbp7/Spon2/Ddx60/Nmb/Dhx58/Trim12c/Treml4/Ifitm6/Kcnj8/Irf7/Ifi213/Rtp4/Mmp12/Oasl1/Oas1c/Isg15/Cxcl9/Stat1/Ifit1bl2/Ifit2/Trim12a/Stat2/Oas1b/Irf1/Ifit1/Htra1/Gbp4/Bst2/Zbp1/Cxadr/Traf3ip3/Ifit1bl1/Ifi203/Ifi206/Acod1/Gbp3/Rab7b/Ifi208/Mndal/Tnfaip3/Cxcl10/Il6",44,"Spleen"
"GO:0031349","positive regulation of defense response","immune response",0.0647921760391198,53,818,"447/22777",2.3177404173921E-14,1.15052634319344E-11,8.69030670184278E-12,"Mmp8/Ifih1/Irgm1/Ltf/Parp9/Ddx60/Alox5ap/Igtp/Dhx58/Trim12c/Ednra/Treml4/Cav1/Wnt5a/Ccr2/Nmi/Rbm47/Irf7/Ifi213/Mmp12/Cadm1/Oasl1/Oas1c/Clec4e/Tlr13/Ifi35/Lacc1/Sh2d1b1/Irgm2/Trim12a/Nfkbia/Irf1/Lgals9/Zbp1/Casp4/Gbp5/Tlr12/Ifi203/Ifi206/Unc13b/Acod1/Rab7b/Nfkbiz/Ifi208/Cd14/Tnip3/Tril/Fabp4/Mndal/Tnfaip3/Trim62/Hspa1a/Il6",53,"Spleen"
"GO:0002218","activation of innate immune response","immune response",0.0440097799511003,36,818,"236/22777",2.15694806522663E-13,9.73371835980453E-11,7.35220000797823E-11,"Ifih1/Irgm1/Ltf/Ddx60/Igtp/Dhx58/Trim12c/Treml4/Cav1/Nmi/Irf7/Ifi213/Oasl1/Oas1c/Clec4e/Tlr13/Ifi35/Lacc1/Irgm2/Trim12a/Nfkbia/Irf1/Zbp1/Tlr12/Ifi203/Ifi206/Acod1/Rab7b/Nfkbiz/Ifi208/Cd14/Tnip3/Tril/Mndal/Tnfaip3/Hspa1a",36,"Spleen"
"GO:0034341","response to type II interferon","immune response",0.0317848410757946,26,818,"145/22777",1.15155483814268E-11,4.76359851378355E-09,3.59810380128441E-09,"Irgm1/Ubd/Parp9/Gbp7/Mrc1/Igtp/Ifitm6/Nmi/Ccl11/Cx3cl1/Stat1/Socs1/Irgm2/Irf1/Gbp4/Bst2/Tgtp1/Pparg/Gbp5/Acod1/Gbp3/Rab7b/Cxcl16/Gbp6/Nos2/Ciita",26,"Spleen"
"GO:0032102","negative regulation of response to external stimulus","immune response",0.0562347188264059,46,818,"427/22777",3.54044243174287E-11,1.35190432547474E-08,1.02113813294479E-08,"Anxa2/Trafd1/Ltf/Rtn4rl1/Cd200/Thbd/Tap1/Dhx58/Cxcl13/Serpinb9/Wnt5a/Nmi/Ifi213/Angpt2/Ceacam1/Mmp12/Igf1/Cx3cl1/Oas1c/Isg15/Pglyrp1/Sh2d1b1/Plau/Stat2/Robo2/Sema3c/Sema4c/Htra1/Lgals9/Sema3a/Serpinf2/Cx3cr1/Pparg/Neo1/Ptgis/Hgf/Ifi203/Ctla2a/Ifi206/Acod1/Rgma/Rab7b/Ifi208/Rin3/Mndal/Tnfaip3",46,"Spleen"
"GO:0001818","negative regulation of cytokine production","immune response",0.0452322738386308,37,818,"296/22777",4.40767786896972E-11,1.56283663868326E-08,1.18046229844136E-08,"Mmp8/Mc1r/Cd200/Gbp7/Gas6/Hfe/Nmb/Inhbb/Cdh3/Dhx58/Cd274/Nmi/Errfi1/Ceacam1/Igf1/Cx3cl1/Oas1c/Pglyrp1/Klf4/Sh2d1b1/Cd59a/Fgfr4/Lgals9/Gbp4/Tgfb2/Bst2/Cx3cr1/Anxa1/Pparg/Hgf/Tgfb3/Twist1/Acod1/Gbp3/Ephb2/Tnfaip3/Il6",37,"Spleen"
"GO:0050777","negative regulation of immune response","immune response",0.0366748166259169,30,818,"207/22777",8.06898314534668E-11,2.67029548890006E-08,2.01696266412104E-08,"Trafd1/Hfe/Tap1/Dhx58/Serpinb9/Ccr2/Nmi/Ifi213/Ceacam1/Mmp12/Samsn1/Zbtb7b/Cr2/Oas1c/Isg15/Pglyrp1/Sh2d1b1/Cd59a/Stat2/Irf1/Lgals9/Tgfb2/Anxa1/Pparg/Ifi203/Ifi206/Acod1/Ifi208/Mndal/Tnfaip3",30,"Spleen"
"GO:0019221","cytokine-mediated signaling pathway","immune response",0.0537897310513447,44,818,"428/22777",4.28820645801202E-10,9.25506819894419E-08,6.99065968120769E-08,"Irgm1/Lifr/Parp9/Gas6/Igtp/Cxcr2/Cxcl13/Ifitm6/Cav1/Wnt5a/Ccr2/Nmi/Rbm47/Irf7/Ccl11/Iigp1/Ceacam1/Mmp12/Cx3cl1/Ccrl2/Oasl1/Oas1c/Isg15/Lepr/Cxcl9/Stat1/Socs1/Ackr3/Irgm2/Stat2/Nfkbia/Irf1/Zbp1/Casp4/Cx3cr1/Pparg/Ecm1/Il1a/Pira6/Nfkbiz/Pira11/Cxcl10/Hspa1a/Il6",44,"Spleen"
"GO:0050900","leukocyte migration","cell",0.0501222493887531,41,818,"383/22777",5.06559386652662E-10,1.04773366472659E-07,7.91387954059992E-08,"Ccr3/Edn3/Mmp9/Cd200/Gas6/Smpd3/Cxcr2/Emp2/Cd177/Cxcl13/Itga3/Ednra/Itgam/Retnlg/Wnt5a/Ccr2/Trpm2/Ednrb/Ccl11/Myo1f/Cx3cl1/Cadm1/Cxcl9/Pde4b/Vegfc/Mtus1/Lgals9/Ptpro/Cx3cr1/Anxa1/Cxadr/S1pr1/Ecm1/Podxl/Ptn/Il1a/Rin3/Plec/Cxcl16/Cxcl10/Stk10",41,"Spleen"
"GO:0030595","leukocyte chemotaxis","cell",0.0354523227383863,29,818,"228/22777",3.72735411960903E-09,6.16752861657974E-07,4.65853872773592E-07,"Ccr3/Edn3/Mmp9/Gas6/Cxcr2/Cxcl13/Ednra/Itgam/Retnlg/Wnt5a/Ccr2/Trpm2/Ednrb/Ccl11/Cx3cl1/Cxcl9/Pde4b/Vegfc/Mtus1/Ptpro/Cx3cr1/Anxa1/Cxadr/S1pr1/Ptn/Rin3/Plec/Cxcl16/Cxcl10",29,"Spleen"
"GO:0071346","cellular response to type II interferon","immune response",0.0244498777506112,20,818,"117/22777",6.43923264014403E-09,9.56556926203109E-07,7.22519142273946E-07,"Irgm1/Parp9/Gbp7/Mrc1/Igtp/Nmi/Ccl11/Cx3cl1/Stat1/Socs1/Irgm2/Irf1/Gbp4/Pparg/Gbp5/Acod1/Gbp3/Rab7b/Gbp6/Nos2",20,"Spleen"
"GO:0060326","cell chemotaxis","cell",0.0403422982885086,33,818,"306/22777",2.08453929094992E-08,2.40643093959893E-06,1.817657026772E-06,"Ccr3/Edn3/Mmp9/Gas6/Cxcr2/Cxcl13/Ednra/Itgam/Retnlg/Wnt5a/Ccr2/Snai2/Trpm2/Ednrb/Ccl11/Cx3cl1/Cxcl9/Pde4b/Vegfc/Prkd1/Mtus1/Ptpro/Cx3cr1/Anxa1/Cxadr/S1pr1/Hgf/Ptn/Rin3/Plec/Cxcl16/Cxcl10/Nr4a1",33,"Spleen"
"GO:0097529","myeloid leukocyte migration","cell",0.0330073349633252,27,818,"239/22777",1.55256752754703E-07,1.35209565030587E-05,1.02128264692936E-05,"Ccr3/Edn3/Mmp9/Cd200/Cxcr2/Emp2/Cd177/Cxcl13/Ednra/Itgam/Retnlg/Ccr2/Ednrb/Ccl11/Myo1f/Cx3cl1/Cxcl9/Pde4b/Vegfc/Mtus1/Ptpro/Cx3cr1/Anxa1/Cxadr/Il1a/Rin3/Cxcl10",27,"Spleen"
"GO:0001906","cell killing","cell",0.0317848410757946,26,818,"239/22777",5.48977929811884E-07,3.6826033021435E-05,2.78159229870545E-05,"Nts/Ltf/Fcer2a/Cd5l/Hfe/Tap1/Emp2/Cxcl13/Itgam/Serpinb9/H2-T23/Ccl11/Gzmb/Ceacam1/Cadm1/Cxcl9/Pglyrp1/Sh2d1b1/Cd59a/Lgals9/Cx3cr1/H2-T22/H2-Q4/Atn1/Nos2/Cxcl10",26,"Spleen"
"GO:0002697","regulation of immune effector process","immune response",0.0464547677261614,38,818,"460/22777",1.86668179055011E-06,9.73821483092206E-05,7.35559634160575E-05,"Fcer2a/Spon2/Cd5l/Ddx60/Hfe/Tap1/Cd177/Dhx58/Itgam/Serpinb9/Wnt5a/Ccr2/H2-T23/Ceacam1/Zbtb7b/Cr2/Cadm1/Pglyrp1/Lacc1/Sh2d1b1/Cd59a/Fes/Irf1/Lgals9/Tgfb2/Bst2/Casp4/Cx3cr1/Anxa1/H2-T22/Tgfb3/Twist1/H2-Q4/Nfkbiz/Ephb2/Tril/Tnfaip3/Il6",38,"Spleen"
"GO:0050727","regulation of inflammatory response","immune response",0.0378973105134474,31,818,"371/22777",1.30380202959224E-05,0.000444312210245306,0.000335603734868692,"Mmp8/Cd200/Alox5ap/Ednra/Wnt5a/Ccr2/Nmi/Ednrb/Igf1/Cx3cl1/Pglyrp1/Ifi35/Lacc1/Dagla/Nfkbia/Lgals9/Zbp1/Casp4/Cx3cr1/Anxa1/Pparg/Ptgis/Hgf/Ggt1/Ctla2a/Acod1/Nfkbiz/Slc7a2/Fabp4/Tnfaip3/Il6",31,"Spleen"
"GO:1990868","response to chemokine","immune response",0.0122249388753056,10,818,"80/22777",0.000573421250313829,0.00862564571684196,0.00651523602429939,"Cxcr2/Cxcl13/Ccr2/Ccl11/Cx3cl1/Ccrl2/Cxcl9/Ackr3/Cx3cr1/Cxcl10",10,"Spleen"
"GO:0006690","icosanoid metabolic process","metabolism",0.0146699266503667,12,818,"147/22777",0.00684917332953471,0.0487794783469301,0.0368447563237977,"Hpgd/Ptgs1/Alox5ap/Cyp2s1/Ggt5/Prxl2b/Avpr1a/Dagla/Anxa1/Ptgis/Pdpn/Cyp1b1",12,"Spleen"
"GO:0015711","organic anion transport","metabolism",0.0317848410757946,26,818,"437/22777",0.0086571954728191,0.057146699903024,0.0431647960164917,"Crabp1/Map2k6/Slc16a2/Abcg3/Nmb/Rgs4/Abcc3/Slc37a2/Ceacam1/Avpr1a/Sfxn5/Slc46a1/Slc16a7/Kcnj10/Anxa1/Abcb1b/Pparg/Slc6a13/Slc25a23/Rbp1/Il1a/Apba1/Slc7a2/Fabp4/Syt4/Nos2",26,"Spleen"
"GO:0007159","leukocyte cell-cell adhesion","cell",0.0305623471882641,25,818,"418/22777",0.00931693241699995,0.0597535562247903,0.0451338409755934,"Hfe/Cd177/Smarca2/Itgam/Cd274/Cav1/Ildr2/Ccr2/Ceacam1/Igf1/Zbtb7b/Socs1/Klf4/Cd59a/Irf1/Lgals9/Sirpd/Cx3cr1/Anxa1/Bmp4/Il1a/Nfkbiz/Smarcd3/Il6/Stk10",25,"Spleen"
